key,description
API_BUSINESS_APPL_PARTNERS.BSP_NETWORTH,BSP_NETWORTH   Stores Net worth
API_BUSINESS_APPL_PARTNERS.BSP_GROSS_INCOME,BSP_GROSS_INCOME   Stores Gross Income
API_BUSINESS_APPL_PARTNERS.BSP_PHONE,BSP_PHONE   Phone Number
API_BUSINESS_APPL_PARTNERS.BSP_ADDRESS_NBR,BSP_ADDRESS_NBR   Address Number
API_BUSINESS_APPL_PARTNERS.BSP_ADDRESS1,BSP_ADDRESS1   First line of Address
API_BUSINESS_APPL_PARTNERS.BSP_CITY,BSP_CITY   City Name
API_BUSINESS_APPL_PARTNERS.BSP_STATE_CD,BSP_STATE_CD   State Code
API_BUSINESS_APPL_PARTNERS.BSP_ZIP,BSP_ZIP   Zip Code
API_BUSINESS_APPL_PARTNERS.BSP_COUNTRY_CD,BSP_COUNTRY_CD   Country Name
API_BUSINESS_APPL_PARTNERS.BSP_DIRECTOR_IND,BSP_DIRECTOR_IND Indicates whether the director is partner
API_BUSINESS_APPL_PARTNERS.BSP_PHONE_ISD_CD,BSP_PHONE_ISD_CD Phone ISD code
API_BUSINESS_APPL_PARTNERS.BSP_LANGUAGE_CD,BSP_LANGUAGE_CD Reference key to lookup language such as English
API_BUSINESS_APPL_PARTNERS.BSP_MIDDLE_NAME,BSP_MIDDLE_NAME Business Partner Middle Name
API_BUSINESS_APPL_PARTNERS.BSP_BIRTH_PLACE,BSP_BIRTH_PLACE Partner Birth Place
API_BUSINESS_APPL_PARTNERS.BSP_TITLE,BSP_TITLE Business Partners Title 
API_BUSINESS_APPL_PARTNERS.BSP_RACE_NATIONAL_ORIGIN_CD,BSP_RACE_NATIONAL_ORIGIN_CD Race  National and Origin Code
API_BUSINESS_APPL_PARTNERS.BSP_EMAIL,BSP_EMAIL Email address of the business partner
API_BUSINESS_APPL_PARTNERS.BSP_PHONE_EXTN,BSP_PHONE_EXTN Business Partner Phone Extension
API_BUSINESS_APPL_PARTNERS.BSP_ADDRESS2,BSP_ADDRESS2 Second line of Address
API_BUSINESS_APPL_PARTNERS.BSP_ZIP_EXTN,BSP_ZIP_EXTN Zip Code Extension for Business applicants Partner 
API_BUSINESS_APPL_PARTNERS.BSP_PREFIX_CD,BSP_PREFIX_CD Reference key to lookup business applicant partner Prefix Code
API_BUSINESS_APPL_PARTNERS.BSP_PERMISSION_TO_TEXT_IND,BSP_PERMISSION_TO_TEXT_IND Indicates Business applicant  partner permission to text
API_BUSINESS_APPL_PARTNERS.BSP_PERMISSION_TO_CALL_IND,BSP_PERMISSION_TO_CALL_IND Indicates Business applicant partner permission to call
API_BUSINESS_APPL_ADDRESS.BSA_APP_ORIG_SYS_XREF,BSA_APP_ORIG_SYS_XREF   Unique Identification Number from the Legacy System
API_BUSINESS_APPL_ADDRESS.BSA_POSTAL_ADDRESS_TYPE_CD,BSA_POSTAL_ADDRESS_TYPE_CD   Postal Address Type
API_BUSINESS_APPL_ADDRESS.BSA_ADDRESS_NBR,BSA_ADDRESS_NBR   Address Number
API_BUSINESS_APPL_ADDRESS.BSA_CITY,BSA_CITY   City Name
API_BUSINESS_APPL_ADDRESS.BSA_STATE_CD,BSA_STATE_CD   State Name
API_BUSINESS_APPL_ADDRESS.BSA_ZIP,BSA_ZIP   Zip Code
API_BUSINESS_APPL_ADDRESS.BSA_COUNTRY_CD,BSA_COUNTRY_CD   Country Name
API_BUSINESS_APPL_ADDRESS.BSA_PHONE,BSA_PHONE   Phone Number
API_BUSINESS_APPL_ADDRESS.BSA_OWNERSHIP_CD,BSA_OWNERSHIP_CD   Ownership Code
API_BUSINESS_APPL_ADDRESS.BSA_CONTACT_PHONE_EXTN,BSA_CONTACT_PHONE_EXTN   Contact Phone Extension
API_BUSINESS_APPL_ADDRESS.BSA_CONTACT_PHONE,BSA_CONTACT_PHONE   Contact Phone number
API_BUSINESS_APPL_ADDRESS.BSA_MAILING_IND,BSA_MAILING_IND   Indicates if this address is the mailing address
API_BUSINESS_APPL_ADDRESS.BSA_CURRENT_IND,BSA_CURRENT_IND   Indicates if this address is the current Address
API_BUSINESS_APPL_ADDRESS.BSA_PHONE_ISD_CD,BSA_PHONE_ISD_CD Phone ISD code
API_BUSINESS_APPL_ADDRESS.BSA_CONTACT_PHONE_ISD_CD,BSA_CONTACT_PHONE_ISD_CD Phone ISD code
API_BUSINESS_APPL_ADDRESS.BSA_STREET_NAME,BSA_STREET_NAME Refers to Business applicant address Street Name
API_BUSINESS_APPL_ADDRESS.BSA_STREET_TYPE_CD,BSA_STREET_TYPE_CD Reference key lookup street type
API_BUSINESS_APPL_ADDRESS.BSA_STREET_POST_TYPE_CD,BSA_STREET_POST_TYPE_CD Type of post street direction such as North  South
API_BUSINESS_APPL_ADDRESS.BSA_APT_STE_NBR,BSA_APT_STE_NBR Apartment or Suite Number
API_BUSINESS_APPL_ADDRESS.BSA_ADDRESS1,BSA_ADDRESS1 First Line of address
API_BUSINESS_APPL_ADDRESS.BSA_ADDRESS2,BSA_ADDRESS2 Second line of Address
API_BUSINESS_APPL_ADDRESS.BSA_ZIP_EXTN,BSA_ZIP_EXTN Zip Code Extn for business applicants address
API_BUSINESS_APPL_ADDRESS.BSA_COMMENT,BSA_COMMENT Comments about business applicant address
API_BUSINESS_APPL_ADDRESS.BSA_ADDRESS_TYPE_CD,BSA_ADDRESS_TYPE_CD Type of the address such as home  vacation
API_BUSINESS_APPL_ADDRESS.BSA_STREET_PRE_TYPE_CD,BSA_STREET_PRE_TYPE_CD Type of pre street direction such as North  South
API_BUSINESS_APPL_ADDRESS.BSA_CONFIRMED_IND,BSA_CONFIRMED_IND Indicates if the address is confirmed or not
API_BUSINESS_APPL_ADDRESS.BSA_TIME_ZONE_CD,BSA_TIME_ZONE_CD Stores the Timezone of the business
API_BUSINESS_APPL_ADDRESS.BSA_CONFIRMED_IND,BSA_CONFIRMED_IND Indicates if the address is confirmed or not
API_BUSINESS_APPL_ADDRESS.BSA_PERMISSION_TO_CALL_IND,BSA_PERMISSION_TO_CALL_IND Indicates Business applicant address permission to call
API_BUSINESS_APPL_ADDRESS.BSA_PERMISSION_TO_TEXT_IND,BSA_PERMISSION_TO_TEXT_IND Indicates Business applicant address permission to text
API_BUSINESS_APPL_ADDRESS.BSA_TIME_ZONE_CD,BSA_TIME_ZONE_CD Stores the Timezone of the business
API_BUSINESS_APPL_TELECOMS.BST_APP_ORIG_SYS_XREF,BST_APP_ORIG_SYS_XREF   Unique Identification Number from the Legacy System
API_BUSINESS_APPL_TELECOMS.BST_TELECOM_TYPE_CD,BST_TELECOM_TYPE_CD   Stores the Telecom Type Code
API_BUSINESS_APPL_TELECOMS.BST_PHONE,BST_PHONE   Stores the Phone Number
API_BUSINESS_APPL_TELECOMS.BST_CURRENT_IND,BST_CURRENT_IND   Indicates if the Telecom Current Indicator
API_BUSINESS_APPL_TELECOMS.BST_PHONE_ISD_CD,BST_PHONE_ISD_CD Phone ISD code
API_BUSINESS_APPL_TELECOMS.BST_PHONE_EXTN,BST_PHONE_EXTN Business Telecom Phone Extension
API_BUSINESS_APPL_TELECOMS.BST_CALL_START_TIME_PERIOD_CD,BST_CALL_START_TIME_PERIOD_CD Best call start time period code for Business Telecoms
API_BUSINESS_APPL_TELECOMS.BST_TIME_ZONE_CD,BST_TIME_ZONE_CD Stores the Timezone of the Business  telecoms
API_BUSINESS_APPL_TELECOMS.BST_CALL_END_TIME,BST_CALL_END_TIME Best call end time for Business Telecoms
API_BUSINESS_APPL_TELECOMS.BST_CALL_START_TIME,BST_CALL_START_TIME Best call end time period code for Business Telecoms
API_BUSINESS_APPL_TELECOMS.BST_BEST_CALL_DAY_CD,BST_BEST_CALL_DAY_CD Applicant Telecom Best Day To Call Code
API_BUSINESS_APPL_TELECOMS.BST_CALL_END_TIME_PERIOD_CD,BST_CALL_END_TIME_PERIOD_CD Best call end time period code for Business Telecoms
API_BUSINESS_APPL_TELECOMS.BST_CALL_END_TIME,BST_CALL_END_TIME Best call end time for Business Telecoms
API_BUSINESS_APPL_TELECOMS.BST_PERMISSION_TO_TEXT_IND,BST_PERMISSION_TO_TEXT_IND Indicates Business applicant telecom permission to text
API_BUSINESS_APPL_TELECOMS.BST_PERMISSION_TO_CALL_IND,BST_PERMISSION_TO_CALL_IND Indicates Business Applicant telecom permission to call
API_BUSINESS_APPL_TELECOMS.BST_CALL_START_TIME_PERIOD_CD,BST_CALL_START_TIME_PERIOD_CD Best call start time period code for Business Telecoms
API_BUSINESS_APPL_TELECOMS.BST_CALL_START_TIME,BST_CALL_START_TIME Best call end time period code for Business Telecoms
API_BUSINESS_APPL_TELECOMS.BST_BEST_CALL_DAY_CD,BST_BEST_CALL_DAY_CD Applicant Telecom Best Day To Call Code
API_BUSINESS_APPL_TELECOMS.BST_TIME_ZONE_CD,BST_TIME_ZONE_CD Stores the Timezone of the Business  telecoms
API_BUSINESS_APPL_TELECOMS.BST_CALL_END_TIME_PERIOD_CD,BST_CALL_END_TIME_PERIOD_CD Best call end time period code for Business Telecoms
API_BUSINESS_APPL_LIABILITIES.BSB_APP_ORIG_SYS_XREF,BSB_APP_ORIG_SYS_XREF   Unique Identification Number from the Legacy System
API_BUSINESS_APPL_LIABILITIES.BSB_LIABILITY_TYPE_CD,BSB_LIABILITY_TYPE_CD   Stores Liability Type Code
API_BUSINESS_APPL_LIABILITIES.BSB_AMT,BSB_AMT   Stores the Amount
API_BUSINESS_APPL_LIABILITIES.BSB_FREQ_CD,BSB_FREQ_CD   Stores the Frequency Code
API_BUSINESS_APPL_LIABILITIES.BSB_CTL_ACCT_BALANCE,BSB_CTL_ACCT_BALANCE   Stores the Account Balance
API_BUSINESS_APPL_LIABILITIES.BSB_CTL_ACCT_TYPE,BSB_CTL_ACCT_TYPE   Stores Account Type
API_BUSINESS_APPL_LIABILITIES.BSB_INCLUDE_IND,BSB_INCLUDE_IND   Include Indicator
API_BUSINESS_APPL_LIABILITIES.BSB_ACTUAL_MTHLY_AMT,BSB_ACTUAL_MTHLY_AMT   Stores the Actual Monthly Amount
API_BUSINESS_APPL_LIABILITIES.BSB_STATED_MTHLY_AMT,BSB_STATED_MTHLY_AMT   Stores the Stated Monthly Amount
API_BUSINESS_APPL_LIABILITIES.BSB_COMMENT,BSB_COMMENT Comments on Business liabilities
API_BUSINESS_APPL_LIABILITIES.BSB_CUR_CURRENCY_CODE,BSB_CUR_CURRENCY_CODE Reference key to Currency for Business liabilities
API_BUSINESS_APPL_LIABILITIES.BSB_CURRENCY_AMT,BSB_CURRENCY_AMT Stores the amount in local currency
API_BUSINESS_APPL_FINANCIALS.BSF_APP_ORIG_SYS_XREF,BSF_APP_ORIG_SYS_XREF   Unique Identification Number from the Legacy System
API_BUSINESS_APPL_FINANCIALS.BSF_FINANCIAL_TYPE_CD,BSF_FINANCIAL_TYPE_CD   Stores the Financial Type
API_BUSINESS_APPL_FINANCIALS.BSF_AMT,BSF_AMT   Amount
API_BUSINESS_APPL_FINANCIALS.BSF_INCLUDE_IND,BSF_INCLUDE_IND   Include Indicator
API_BUSINESS_APPL_FINANCIALS.BSF_CUR_CURRENCY_CODE,BSF_CUR_CURRENCY_CODE Reference key to Currency(Stage)
API_BUSINESS_APPL_FINANCIALS.BSF_COMMENT,BSF_COMMENT Comments on Business applicant financials
API_BUSINESS_APPL_FINANCIALS.BSF_SOURCE,BSF_SOURCE Financial asset source
API_BUSINESS_APPL_FINANCIALS.BSF_CURRENCY_AMT,BSF_CURRENCY_AMT Stores the amount in local currency
API_BUSINESS_APPL_DETAILS.BSD_APP_ORIG_SYS_XREF,BSD_APP_ORIG_SYS_XREF   Unique Identification Number from the Legacy System
API_BUSINESS_APPL_DETAILS.BSD_ORGANIZATION_TYPE_CD,BSD_ORGANIZATION_TYPE_CD   Organization Type Code
API_BUSINESS_APPL_DETAILS.BSD_BUSINESS_TYPE_CD,BSD_BUSINESS_TYPE_CD   Business Type Code
API_BUSINESS_APPL_DETAILS.BSD_BUSINESS_NAME,BSD_BUSINESS_NAME   Business Name
API_BUSINESS_APPL_DETAILS.BSD_LEGAL_NAME,BSD_LEGAL_NAME   Business Legal Name
API_BUSINESS_APPL_DETAILS.BSD_TAX_ID,BSD_TAX_ID   Business Tax ID
API_BUSINESS_APPL_DETAILS.BSD_START_DT,BSD_START_DT   Business Start Date
API_BUSINESS_APPL_DETAILS.BSD_CURR_NO_OF_EMPLOYEES,BSD_CURR_NO_OF_EMPLOYEES   Current Number of Employees
API_BUSINESS_APPL_DETAILS.BSD_NO_OF_EMPLOYEES,BSD_NO_OF_EMPLOYEES   Number of Employees
API_BUSINESS_APPL_DETAILS.BSD_NO_OF_LOCATIONS,BSD_NO_OF_LOCATIONS   Business Number of Locations
API_BUSINESS_APPL_DETAILS.BSD_CURR_MANAGEMENT,BSD_CURR_MANAGEMENT   Business Current Management
API_BUSINESS_APPL_DETAILS.BSD_CHECKING_BANK,BSD_CHECKING_BANK    Checking Bank
API_BUSINESS_APPL_DETAILS.BSD_BANK_ACNO,BSD_BANK_ACNO   Bank Account Number
API_BUSINESS_APPL_DETAILS.BSD_AVG_CHECKING_BALANCE,BSD_AVG_CHECKING_BALANCE   Business Average Checking  Balance
API_BUSINESS_APPL_DETAILS.BSD_ANALYSIS_FREQ_CD,BSD_ANALYSIS_FREQ_CD   Business Analysis Frequency Code
API_BUSINESS_APPL_DETAILS.BSD_GROSS_MARGIN_FACTOR,BSD_GROSS_MARGIN_FACTOR   Gross Margin factor
API_BUSINESS_APPL_DETAILS.BSD_INCOME_AMT,BSD_INCOME_AMT   Business Income Amount
API_BUSINESS_APPL_DETAILS.BSD_BUSINESS_EXP_AMT,BSD_BUSINESS_EXP_AMT   Business Expense Amount
API_BUSINESS_APPL_DETAILS.BSD_PERSONAL_EXP_AMT,BSD_PERSONAL_EXP_AMT   Business Personal Expense Amount
API_BUSINESS_APPL_DETAILS.BSD_ANNUAL_SALES_REVENUE,BSD_ANNUAL_SALES_REVENUE   Business Annual Sales Revenue
API_BUSINESS_APPL_DETAILS.BSD_PROJ_SALES_AMT,BSD_PROJ_SALES_AMT   Business Projected Sales Amount
API_BUSINESS_APPL_DETAILS.BSD_AVG_COLLECTION,BSD_AVG_COLLECTION   Business Average Collection
API_BUSINESS_APPL_DETAILS.BSD_ANN_AVG_PROJ_COLLECTION,BSD_ANN_AVG_PROJ_COLLECTION   Business Annual Average Projected Collection
API_BUSINESS_APPL_DETAILS.BSD_BOOK_LIST_VAL,BSD_BOOK_LIST_VAL   Business Book List Value
API_BUSINESS_APPL_DETAILS.BSD_OPEN_DELQ_PERC,BSD_OPEN_DELQ_PERC   Business Open Delinquency Percentage
API_BUSINESS_APPL_DETAILS.BSD_TURNOVER,BSD_TURNOVER   Business Turn Over
API_BUSINESS_APPL_DETAILS.BSD_EQUITY,BSD_EQUITY   Business Equity
API_BUSINESS_APPL_DETAILS.BSD_CAPITAL_AMT,BSD_CAPITAL_AMT   Capital Amount
API_BUSINESS_APPL_DETAILS.BSD_EARNED_SURPLUS_AMT,BSD_EARNED_SURPLUS_AMT   Earned Surplus Amount
API_BUSINESS_APPL_DETAILS.BSD_GROSS_PROFIT_AMT,BSD_GROSS_PROFIT_AMT   Gross Profit Amount
API_BUSINESS_APPL_DETAILS.BSD_NET_PROFIT_AMT,BSD_NET_PROFIT_AMT   Net Profit Amount
API_BUSINESS_APPL_DETAILS.BSD_WORKING_CAPITAL_AMT,BSD_WORKING_CAPITAL_AMT   Working Capital Amount
API_BUSINESS_APPL_DETAILS.BSD_EXP_AMT,BSD_EXP_AMT    Business Expense Amount
API_BUSINESS_APPL_DETAILS.BSD_PROJ_ANN_SALES_AMT,BSD_PROJ_ANN_SALES_AMT    Business Projected Annual Sales Amount
API_BUSINESS_APPL_DETAILS.BSD_PROJ_ANN_EXP_AMT,BSD_PROJ_ANN_EXP_AMT    Business Projected Annual Expense Amount
API_BUSINESS_APPL_DETAILS.BSD_CURRENT_ASSET_AMT,BSD_CURRENT_ASSET_AMT    Current Asset Amount
API_BUSINESS_APPL_DETAILS.BSD_FIXED_ASSET_AMT,BSD_FIXED_ASSET_AMT    Fixed Asset Amount
API_BUSINESS_APPL_DETAILS.BSD_INTANGIBLE_ASSET_AMT,BSD_INTANGIBLE_ASSET_AMT    Intangible Asset Amount
API_BUSINESS_APPL_DETAILS.BSD_CURRENT_LIABILITY_AMT,BSD_CURRENT_LIABILITY_AMT    Current Liability Amount
API_BUSINESS_APPL_DETAILS.BSD_LONGTERM_LIABILITY_AMT,BSD_LONGTERM_LIABILITY_AMT    Long-term Liability Amount
API_BUSINESS_APPL_DETAILS.BSD_TOT_FINANCIAL_AMT,BSD_TOT_FINANCIAL_AMT    Business Total Financial Amount
API_BUSINESS_APPL_DETAILS.BSD_EQUITY_AMT,BSD_EQUITY_AMT   Equity Amount
API_BUSINESS_APPL_DETAILS.BSD_TOT_LIABILITY_AMT,BSD_TOT_LIABILITY_AMT   Business Total Liability Amount
API_BUSINESS_APPL_DETAILS.BSD_EQUITY_RATIO,BSD_EQUITY_RATIO   Equity Ratio
API_BUSINESS_APPL_DETAILS.BSD_ASSET_LIABILITY_RATIO,BSD_ASSET_LIABILITY_RATIO   Asset Liability Ratio
API_BUSINESS_APPL_DETAILS.BSD_ERROR_IND,BSD_ERROR_IND   Error Indicator
API_BUSINESS_APPL_DETAILS.BSD_PAH_HIERARCHY_CODE,BSD_PAH_HIERARCHY_CODE Payment Hierarchy Code
API_BUSINESS_APPL_DETAILS.BSD_STOP_CORR_IND,BSD_STOP_CORR_IND Indicates if Business Applicant correspondence must be stopped 
API_BUSINESS_APPL_DETAILS.BSD_EMAIL,BSD_EMAIL Email address of Business Applicant
API_BUSINESS_APPL_DETAILS.BSD_SKIP_IND,BSD_SKIP_IND Indicates if current Business Address for customer is not valid
API_BUSINESS_APPL_DETAILS.BSD_REFERENCE_NBR,BSD_REFERENCE_NBR Reference number for business applicant
API_BUSINESS_APPL_DETAILS.BSD_TIME_ZONE_CD,BSD_TIME_ZONE_CD Stores the Timezone of the Business Applicants
API_BUSINESS_APPL_DETAILS.BSD_COMMENTS,BSD_COMMENTS Business applicant comments
API_BUSINESS_APPL_DETAILS.BSD_PRIVACY_OPT_OUT_IND,BSD_PRIVACY_OPT_OUT_IND Indicates if Business Applicant has opted out to share privacy information
API_BUSINESS_APPL_DETAILS.BSD_SHARE_CR_OPT_OUT_IND,BSD_SHARE_CR_OPT_OUT_IND Business Applicant Share Credit Opt Out Indicator
API_BUSINESS_APPL_DETAILS.BSD_CREDIT_SCORE,BSD_CREDIT_SCORE Credit score for Business Applicant
API_BUSINESS_APPL_DETAILS.BSD_REASON_CD,BSD_REASON_CD Business Applicant reason code reference to lookup
API_BUSINESS_APPL_DETAILS.BSD_CREDIT_SCORE_RECEIVED_DT,BSD_CREDIT_SCORE_RECEIVED_DT Credit score received date for Business Applicant
API_BUSINESS_APPL_DETAILS.BSD_CREDIT_SOURCE_CD,BSD_CREDIT_SOURCE_CD Business applicants credit source code
API_BUSINESS_APPL_DETAILS.BSD_BANKRUPTCY_IND,BSD_BANKRUPTCY_IND Indicates if the Business applicant bankruptcy is  enabled are not  
API_BUSINESS_APPL_DETAILS.BSD_UPDATE_BUSINESS_INFO_IND,BSD_UPDATE_BUSINESS_INFO_IND Business Applicant override indicator
API_BUSINESS_APPL_DETAILS.BSD_INSURANCE_OPT_OUT_IND,BSD_INSURANCE_OPT_OUT_IND Business Applicant Insurance Opt Out Indicator 
API_BUSINESS_APPL_DETAILS.BSD_MARKETING_OPT_OUT_IND,BSD_MARKETING_OPT_OUT_IND Business Applicant Marketing Opt Out Indicator
API_BUSINESS_APPL_DETAILS.BAT_FTA_TABLE_ATTRIBUTE1,BAT_FTA_TABLE_ATTRIBUTE1 Attribute Name 
API_BUSINESS_APPL_DETAILS.BAT_FTA_TABLE_ATTRIBUTE10,BAT_FTA_TABLE_ATTRIBUTE10 Attribute Name 
API_BUSINESS_APPL_DETAILS.BAT_FTA_TABLE_ATTRIBUTE2,BAT_FTA_TABLE_ATTRIBUTE2 Attribute Name 
API_BUSINESS_APPL_DETAILS.BAT_FTA_TABLE_ATTRIBUTE3,BAT_FTA_TABLE_ATTRIBUTE3 Attribute Name 
API_BUSINESS_APPL_DETAILS.BAT_FTA_TABLE_ATTRIBUTE4,BAT_FTA_TABLE_ATTRIBUTE4 Attribute Name 
API_BUSINESS_APPL_DETAILS.BAT_FTA_TABLE_ATTRIBUTE5,BAT_FTA_TABLE_ATTRIBUTE5 Attribute Name 
API_BUSINESS_APPL_DETAILS.BAT_FTA_TABLE_ATTRIBUTE6,BAT_FTA_TABLE_ATTRIBUTE6 Attribute Name 
API_BUSINESS_APPL_DETAILS.BAT_FTA_TABLE_ATTRIBUTE7,BAT_FTA_TABLE_ATTRIBUTE7 Attribute Name 
API_BUSINESS_APPL_DETAILS.BAT_FTA_TABLE_ATTRIBUTE8,BAT_FTA_TABLE_ATTRIBUTE8 Attribute Name 
API_BUSINESS_APPL_DETAILS.BAT_FTA_TABLE_ATTRIBUTE9,BAT_FTA_TABLE_ATTRIBUTE9 Attribute Name 
API_BUSINESS_APPL_DETAILS.BAT_VALUE1,BAT_VALUE1 Attribute value 
API_BUSINESS_APPL_DETAILS.BAT_VALUE10,BAT_VALUE10 Attribute value 
API_BUSINESS_APPL_DETAILS.BAT_VALUE2,BAT_VALUE2 Attribute value 
API_BUSINESS_APPL_DETAILS.BAT_VALUE3,BAT_VALUE3 Attribute value 
API_BUSINESS_APPL_DETAILS.BAT_VALUE4,BAT_VALUE4 Attribute value 
API_BUSINESS_APPL_DETAILS.BAT_VALUE5,BAT_VALUE5 Attribute value 
API_BUSINESS_APPL_DETAILS.BAT_VALUE6,BAT_VALUE6 Attribute value 
API_BUSINESS_APPL_DETAILS.BAT_VALUE7,BAT_VALUE7 Attribute value 
API_BUSINESS_APPL_DETAILS.BAT_VALUE8,BAT_VALUE8 Attribute value 
API_BUSINESS_APPL_DETAILS.BAT_VALUE9,BAT_VALUE9 Attribute value 
API_BUSINESS_APPL_DETAILS.BSD_BANKRUPTCY_IND,BSD_BANKRUPTCY_IND Indicates if the Business applicant bankruptcy is  enabled are not  
API_BUSINESS_APPL_DETAILS.BSD_BUSINESS_CATEGORY_CD,BSD_BUSINESS_CATEGORY_CD The category of business applicant details
API_BUSINESS_APPL_DETAILS.BSD_BUS_ID,BSD_BUS_ID system generated unique  reference  id
API_BUSINESS_APPL_DETAILS.BSD_COMMENTS,BSD_COMMENTS Business applicant comments
API_BUSINESS_APPL_DETAILS.BSD_CREDIT_SCORE,BSD_CREDIT_SCORE Credit score for Business Applicant
API_BUSINESS_APPL_DETAILS.BSD_CREDIT_SCORE_RECEIVED_DT,BSD_CREDIT_SCORE_RECEIVED_DT Credit score received date for Business Applicant
API_BUSINESS_APPL_DETAILS.BSD_CREDIT_SOURCE_CD,BSD_CREDIT_SOURCE_CD Business applicants credit source code
API_BUSINESS_APPL_DETAILS.BSD_CRED_LIMIT_EXPIRY_DT,BSD_CRED_LIMIT_EXPIRY_DT Business applicant credit limit expiry date
API_BUSINESS_APPL_DETAILS.BSD_CRED_LIMIT_GRADE_CD,BSD_CRED_LIMIT_GRADE_CD Reference key to lookup business applicant credit limit grade code
API_BUSINESS_APPL_DETAILS.BSD_CRED_LIMIT_MAX_AMT,BSD_CRED_LIMIT_MAX_AMT Business applicant maximum credit limit amount
API_BUSINESS_APPL_DETAILS.BSD_CRED_LIMIT_MAX_LC_RATE,BSD_CRED_LIMIT_MAX_LC_RATE Business applicant credit limit maximum late charge
API_BUSINESS_APPL_DETAILS.BSD_CRED_LIMIT_RENEW_DT,BSD_CRED_LIMIT_RENEW_DT Business applicant credit limit renew date
API_BUSINESS_APPL_DETAILS.BSD_CUR_AVG_CHECKING_BALANCE,BSD_CUR_AVG_CHECKING_BALANCE Stores the Average Checking Balance of business
API_BUSINESS_APPL_DETAILS.BSD_CUR_CURRENCY_CODE,BSD_CUR_CURRENCY_CODE Reference key to Currency
API_BUSINESS_APPL_DETAILS.BSD_EMAIL,BSD_EMAIL Email address of Business Applicant
API_BUSINESS_APPL_DETAILS.BSD_INSURANCE_OPT_OUT_IND,BSD_INSURANCE_OPT_OUT_IND Business Applicant Insurance Opt Out Indicator 
API_BUSINESS_APPL_DETAILS.BSD_LIAB_NBR,BSD_LIAB_NBR Liability number for  Api_business_appl_details
API_BUSINESS_APPL_DETAILS.BSD_MARKETING_OPT_OUT_IND,BSD_MARKETING_OPT_OUT_IND Business Applicant Marketing Opt Out Indicator
API_BUSINESS_APPL_DETAILS.BSD_PRIOR_BUSINESS_IND,BSD_PRIOR_BUSINESS_IND Indicates whether the  priority business  is allowed
API_BUSINESS_APPL_DETAILS.BSD_PRIVACY_OPT_OUT_IND,BSD_PRIVACY_OPT_OUT_IND Indicates if Business Applicant has opted out to share privacy information
API_BUSINESS_APPL_DETAILS.BSD_REASON_CD,BSD_REASON_CD Business Applicant reason code reference to lookup
API_BUSINESS_APPL_DETAILS.BSD_REFERENCE_NBR,BSD_REFERENCE_NBR Reference number for business applicant
API_BUSINESS_APPL_DETAILS.BSD_SHARE_CR_OPT_OUT_IND,BSD_SHARE_CR_OPT_OUT_IND Business Applicant Share Credit Opt Out Indicator
API_BUSINESS_APPL_DETAILS.BSD_SKIP_IND,BSD_SKIP_IND Indicates if current Business Address for customer is not valid
API_BUSINESS_APPL_DETAILS.BSD_STOP_CORR_IND,BSD_STOP_CORR_IND Indicates if Business Applicant correspondence must be stopped 
API_BUSINESS_APPL_DETAILS.BSD_UPDATE_BUSINESS_INFO_IND,BSD_UPDATE_BUSINESS_INFO_IND Business Applicant override indicator
API_BUSINESS_APPL_DETAILS.BSD_UTILIZATION_PERC,BSD_UTILIZATION_PERC Business applicant credit limit utilization percentage
API_POST_DATE_CHECKS.PDC_APP_ORIG_SYS_XREF,PDC_APP_ORIG_SYS_XREF Reference key to accounts id of legacy system and it is used for converting accounts from other system
API_POST_DATE_CHECKS.PDC_STATUS_CD,PDC_STATUS_CD PDC status like OPEN PROCESSED VOID
API_POST_DATE_CHECKS.PDC_CHECK_NBR,PDC_CHECK_NBR PDC check number
API_POST_DATE_CHECKS.PDC_CHECK_DT,PDC_CHECK_DT PDC check date
API_POST_DATE_CHECKS.PDC_CHECK_AMT,PDC_CHECK_AMT PDC check amount
API_POST_DATE_CHECKS.PDC_BANK_ROUTING_NBR,PDC_BANK_ROUTING_NBR Drawer Bank Routing number
API_POST_DATE_CHECKS.PDC_ACCOUNT_TYPE_CD,PDC_ACCOUNT_TYPE_CD PDC account type like SAVINGS CHECKING
API_POST_DATE_CHECKS.PDC_ACCOUNT_NBR,PDC_ACCOUNT_NBR Drawer Bank Account Number
API_POST_DATE_CHECKS.PDC_BANK_NAME,PDC_BANK_NAME Drawer Bank Name
API_POST_DATE_CHECKS.PDC_BANK_BRANCH_NAME,PDC_BANK_BRANCH_NAME Drawer Bank Branch Name
API_POST_DATE_CHECKS.PDC_DOCKET_CODE,PDC_DOCKET_CODE Docket code where the cheques are physically placed by the lending institution
API_POST_DATE_CHECKS.PDC_COMMENTS,PDC_COMMENTS comments
API_POST_DATE_CHECKS.CREATED_BY,CREATED_BY Standard Who
API_POST_DATE_CHECKS.PDC_TYPE_CD,PDC_TYPE_CD PDC purpose like SECURITY PAYMENT
API_POST_DATE_CHECKS.CREATION_DATE,CREATION_DATE Standard Who
API_ACCOUNT_DUE_DATE_HISTORY.ADH_APP_ORIG_XREF,ADH_APP_ORIG_XREF Original system reference used for conversion only
API_ACCOUNT_DUE_DATE_HISTORY.ADH_DUE_DT,ADH_DUE_DT Stores the due date for the Account
